Sentence,Label
"We may collect personal information, such as your name, phone number, address, industry type, company, and e-mail address when you register for our Services, purchase products, sign up for our mailing lists, or otherwise communicate with us.",High Risk
"When you capture images using a Matterport camera or other devices, or if you provide images from any other source and upload them to the Matterport Cloud as described in the Matterport Cloud Subscription Agreement , we may collect personal information which is depicted within the imagery you submit.",High Risk
"When you use the Services, we collect personal information that identifies, relates to, describes, references, is capable of being associated with, or could reasonably be linked, directly or indirectly, with you or your device.",High Risk
We do not knowingly collect personal information from persons outside of the United States or from children under 16 years of age.,High Risk
"Categories of Personal Information Sold or Shared Internet or other electronic network activity e.g., collected by cookies and pixel tags Identifiers e.g., name, postal address, email address, telephone number Commercial Information e.g., products or services purchased, purchase history Categories of Third Parties to Whom Personal Information was Sold or Shared Advertising Networks Data Analytics Providers Data Brokers Merchandise Suppliers Third Party Advertising Partners and Your Privacy Preferences We use third-party advertising partners to serve advertisements on our behalf across the Internet.",High Risk
"If we make changes to this policy, we will notify you that it has been updated by revising the date at the top of this policy, so that you are aware of what information we collect, how we use it, and under what circumstances, if any, we use and or disclose it.",High Risk
"Sponsor does not knowingly collect personal information from children in connection with the Sweepstakes, as the Sweepstakes is only open to entrants of 18 years of age or older.",High Risk
"Please remember, however, that the manner in which Social Media Services use, store and disclose your information is governed solely by the policies of such Social Media Services, and Mavrck shall have no liability or responsibility for the privacy practices or other actions of any third-party web sites or services that may be enabled within the Mavrck Services.",High Risk
"We do not collect personal Information automatically, but we may tie this information to personal information about you that we collect from other sources or you provide to us.",High Risk
"You agree that the Indemnified Parties will have no liability in connection with any such breach or unauthorized use, and you agree to indemnify the Indemnified Parties from any and all resulting loss, damages, judgments, awards, costs, expenses, and attorneys' fees in connection therewith.",High Risk
"In order to verify your identity, we may require you to provide us with personal information prior to accessing any records containing information about you.Protecting children's privacyWe are committed to protecting children's privacy on the internet, and we do not knowingly collect personal information from children.Links to other websitesOur websites link to other websites, many of which have their own privacy policies.",High Risk
We are not responsible for any loss caused by unauthorized use of or access to your account.,High Risk
"Information we collect We may collect personal information about you when you visit our restaurants, use our websites or mobile apps â online servicesâ , and otherwise interact with us collectively, â servicesâ .",High Risk
"However, sometimes we may collect personal information, such as an email address, a postal address or phone number, from your child as part of an activity.",High Risk
We will not collect other personal information from a child under the age of 13 without the permission of a parent or guardian.,High Risk
"â We will collect personal information by lawful and fair means and, where appropriate, with the knowledge or consent of the individual concerned.",High Risk
We only have access to collect personal information that you voluntarily give us via email or other direct contact.,High Risk
INFORMATION WE COLLECT AND RECEIVE We collect personal information that is necessary for us to provide you with our services as advertised.,High Risk
"FOR CLARITY, MEDIAFIRE ASSUMES NO LIABILITY OR RESPONSIBILITY FOR ANY I ERRORS, MISTAKES, OR INACCURACIES OF CONTENT, II PERSONAL INJURY OR PROPERTY DAMAGE, OF ANY NATURE WHATSOEVER, RESULTING FROM YOUR ACCESS TO AND USE OF OUR SERVICES, III ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SECURE SERVERS AND OR ANY AND ALL PERSONAL INFORMATION AND OR FINANCIAL INFORMATION STORED THEREIN, IV ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM OUR SERVICES, V ANY BUGS, VIRUSES, TROJANS, OR THE LIKE WHICH MAY BE TRANSMITTED TO OR THROUGH OUR SERVICES BY ANY THIRD PARTY, AND OR VI ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT POSTED, EMAILED, TRANSMITTED, OR OTHERWISE MADE AVAILABLE VIA THE SERVICES.",High Risk
"Indemnity You agree to indemnify, defend and hold MediaFire and its affiliates, and both MediaFire and their respective officers, directors, owners, employees, agents, information providers and licensors harmless from and against any and all claims, liability, losses, damages, obligations, costs and expenses, including attorney's fees, incurred by any MediaFire Party in connection with any Content or use of the Services, whether via your password and or by any other person, whether or not authorized by you.",High Risk
"If we make revisions that materially change or affect whether or how we collect or use personal data, we will notify you by email if, as a user of our Website or recipient of our marketing communications, you have provided us your email address or by means of a notice on our Website prior to the change becoming effective.",High Risk
"In an effort to comply with the Childrenâ s Online Privacy Protection Act, we will not knowingly collect personally identifiable information from children under the age of 13.",High Risk
"We do not collect personal information automatically, but we may tie this information to personal information about you that we collect from other sources or that you provide to us.",High Risk
Recommendations works with a third-party advertising company to collect information on advertisement performance and Web site usage.,High Risk
"For example, we may make inferences about your location based on your IP address or infer reading preferences based on your reading history.USE OF INFORMATIONWe use the information we collect to provide, maintain, and improve our Services, which includes publishing and distributing user-generated content, personalizing the posts you see and operating our metered paywall.",High Risk
We collect personal information for the business and commercial purposes described in the Use of Information section above.,High Risk
"Except for small claims disputes in which you or Medium seeks to bring an individual action in small claims court located in the county where you reside or disputes in which you or Medium seeks injunctive or other equitable relief for the alleged infringement or misappropriation of intellectual property, you and Medium waive your rights to a jury trial and to have any other dispute arising out of or related to these Terms or our Services, including claims related to privacy and data security, collectively, â Disputesâ resolved in court.",High Risk
We do not collect personal information from any person we know is under the age of 18.,High Risk
We shall have no liability for any unauthorized access to or use of your account information.,High Risk
"But, we do receive and or collect Personal Information from you in the following ways 4.1.",High Risk
"If you send or post an invitation message, we may collect Personal Information about the recipient such as their email address or their third party website account user name and id.",High Risk
"If you submit or we collect Personal Information through the Services, then we may use such Personal Information in the following ways 6.1.",High Risk
Please be aware that the Third Party Services may collect Personal Information from you.,High Risk
"We will not disclose or otherwise provide Your Files, Your Chats, any Account Data or any Usage Data to a third party, or make any other use of Your Files, Your Chats, any Account Data or any Usage Data, for any purpose which is not specifically allowed under this Policy, our Cookie Policy, our Terms or our Takedown Guidance Policy or is not incidental to the normal use of our services.",High Risk
How do we collect personal information online?,High Risk
We collect personal information online through web sites and other online resources.,High Risk
There are three methods that we use to collect personal information online Information that you provide We collect personal information and other data that you may enter into forms or data fields on our web sites or online resources.,High Risk
Information from public or third-party information sources We may collect personal information about health care professionals who register on our web sites from public or third-party information sources to verify their professional credentials and identity.,High Risk
We may also collect personal information about you from public Internet source via what is known as social media listening.,High Risk
"Generally We collect personal information online as necessary to enable individuals to register for, customize and personalize certain of our online resources and communications.",High Risk
We may collect personal information from you to enable you to use online social media resources we may offer from time to time.,High Risk
We also collect personal information from the public domain for adverse event reporting purposes to fulfill our pharmacovigilance compliance requirements.,High Risk
"We do not knowingly collect personal information from children under 13 years of age, or according to local law, without obtaining verifiable parental consent prior to collection.",High Risk
"Mercuryâ s Sources of Information About You We may collect personal information about you from The information you provide on quotes, applications or other forms such as your name, address and Social Security number Your transactions with us such as your payment history and claims information The information we receive from a consumer reporting agency such as your credit history, your driving record, and claims history with other insurance carriers Your insurance agent broker such as updated information pertaining to your account Public records such as motor vehicle reports and criminal records If you enroll in MercuryGO, our usage-based insurance program, we may collect information on how and where you drive.",High Risk
"We will not use or share personally identifiable medical information for any purpose other than the underwriting or administration of your policy, claim or account, or as otherwise disclosed to you when the information is collected.",High Risk
Mercury does not intend to market any products or services to children and does not knowingly collect personal information from children.,High Risk
"In order to provide a more relevant online experience, we allow third-party advertising partners to collect information about your visits to our sites to show ads that are more likely to be relevant to you, and to show ads on our sites based on your activity on other sites and services.",High Risk
"your favorite foods, purchases, or recipes, and consuming tendencies Loyalty Account Information such as account name and password, points, and reward selection Health Fitness Information such as exercise and activity levels, weight-loss objectives, and dietary preferences, when you provide them to us Other Personal Information Consumers Voluntarily Choose to Provide such as your posts, photos and other submissions to blogs, video-sharing services, and other interactive forums MORE Where How Do Our Brands Collect Personal Information?",High Risk
"You can opt out of any Meredith e-mail newsletter or other e-mail list by using the un To request deletion of or access to your personal information, click here Interest-based advertising DAA NAI Nielsen opt-out MORE Childrenâ s Privacy We do not knowingly collect personal information from anyone under the age of 16.",High Risk
Where How Do Our Brands Collect Personal Information?,High Risk
We collect personal information about you from a number of sources From You.,High Risk
"We work with service providers that collect personal information on our behalf in order to provide services to us, such as hosting our websites, processing our credit card transactions, fulfilling your subscriptions and orders, verifying your identity, and other activities needed to help us provide our content and services to you.",High Risk
We may share any personal information we collect about you with these service providers and authorize them to collect personal information from you directly to support the services they provide to us.,High Risk
"Some social media platforms may collect personal information directly from you pursuant to their own separate privacy policies, which may differ from ours.",High Risk
"Most of the third-party advertising and data companies we work with, including DoubleClick and Google, also To learn more about the information-collection practices of NAI members and your related opt-out choices, please visit the NAIâ s website.",High Risk
"Some of our Brands may collect personal information from your mobile device, including unique advertising identifiers and the names and IDs of apps you have installed, as well as information about how you use our mobile applications and other unaffiliated applications.",High Risk
"Pixels, cookies, and other tracking technologies which collect personal information about you when you visit our Services online .",High Risk
"You agree to indemnify and hold Meredith, its corporate parents, subsidiaries, and affiliates, and the officers, directors, employees, agents, representatives, partners and licensors of each collectively, the ""Meredith Parties"" harmless from any damages, losses, costs, liabilities and expenses including reasonable attorneys' fees relating to or arising out of any claims concerning a Your Content.",High Risk
"We will not collect, use, or share your information with anyone except as described in this Puku Privacy Notice.",High Risk
"For example, we do not use Puku to collect personal information as broadly defined by COPPA without a parent or guardian's consent or for purposes of online behavioral advertising.",High Risk
"Indemnification To the fullest extent permitted by law, you agree to indemnify and hold Merriam-Webster, its directors, officers, shareholders, parents, subsidiaries, affiliates, agents, and licensors harmless from and against all losses, expenses, damages, and costs, including reasonable attorneys' fees, arising out of i the information or material you submit, including, but not limited to, liability for violations of copyrights, trademark rights, trade secret rights, or any other intellectual property rights, or the privacy or publicity rights of others, or liability for information or material you provide that is obscene, defamatory, threatening, harassing, abusive, hateful or embarrassing to any other person or entity, or is fraudulent or deceptive, ii your use or unauthorized copying of the Services or any of their content, or iii your violation of these Terms of Use or any applicable laws or regulations.",High Risk
"We are not responsible for any lost, stolen, or compromised passwords, or for any activity on your account via unauthorized password activity.",High Risk
"MetaCafe MAKES NO WARRANTIES OR REPRESENTATIONS ABOUT THE ACCURACY OR COMPLETENESS OF THE WEB SITE'S CONTENT AND ASSUMES NO LIABILITY FOR ANY I MISTAKES OR INACCURACIES OF CONTENT, II PERSONAL INJURY OR PROPERTY DAMAGE RESULTING FROM YOUR USE OF THE WEB SITE, III ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SERVERS AND OR ANY AND ALL PERSONAL INFORMATION AND OR FINANCIAL INFORMATION STORED THEREIN, IV ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM THE WEB SITE, IV ANY BUGS, VIRUSES, TROJAN HORSES, OR THE LIKE WHICH MAY BE TRANSMITTED TO OR THROUGH OUR WEB SITE BY ANY THIRD PARTY, AND OR V ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT ON OR VIA THE WEB SITE.",High Risk
"However, no data transmission over the Internet or other network can be guaranteed to be 100 secure.Children's PrivacyWe do not knowingly collect personal information from children under the age of 16.",High Risk
"If we become aware that an individual under 13 has provided information to us through this Site, we will not use or disclose that individualâ s information for any purpose unless required to do so by law.",High Risk
"Personal Information Collection MGA may collect personal information like name, telephone or cell phone number, email address, date of birth, Under certain laws, such as the Childrenâ s Online Privacy Protection Act COPPA , personal information may also include video, photos, voice, geo-location or GPS location data, and persistent identifiers like third-party persistent cookies, IP addresses that may be used to recognize users over time, and across different web sites or online services.",High Risk
Sharing of your personal information Unless expressly permitted by you in writing we will not share your information with any third parties except for the purposes of collecting payments as outlined above .,High Risk
"Your information collected through the MicroBarBox Service will be stored and processed in the United Kingdom, please note that we will not transfer information, including personal information, to a country and jurisdiction that does not have the same data protection laws as the UK jurisdiction.",High Risk
"Vermont and California Residents We will not disclose your Consumer Information to affiliates or non-affiliated third parties except as provided above, in compliance with the requirements of Vermont and California law.",High Risk
"To protect your privacy, we will not disclose any information about your online payments transactions to any person, except as follows as necessary to complete transactions to validate or verify the existence and condition any dispute involving payment, including with a third party, such as a financial institution or credit bureau or, for Massachusetts residents, a consumer reporting agency as defined in chapter 93 of the Massachusetts General Laws to comply with government agency or court orders to our employees, auditors, service providers, attorneys, or collection agents in the course of their duties to persons authorized by law in the course of their official duties.",High Risk
"11.12 Disclosure of Payment Information to Third-Parties To protect your privacy, we will not disclose any information about your online Payment Transactions to any person, except as follows 1. as necessary to complete transactions 2. to validate or verify the existence and condition any dispute involving payment, including with a third party, such as a financial institution or credit bureau or, for Massachusetts residents, a consumer reporting agency as defined in chapter 93 of the Massachusetts General Laws 3. to comply with government agency or court orders 4. to our employees, auditors, service providers, attorneys, or collection agents in the course of their duties 5. to persons authorized by law in the course of their official duties.",High Risk
Information We Share with Third Parties MCM may share certain information as set forth in our Privacy Notice.,Low Risk
"CallCurrent reserves the right to release personal information without your consent when we believe release is appropriate to do one of the following Comply with the law e.g., lawful subpoena or court order Enforce or apply our agreements to sell or provide services to you Bill and collect for services.",High Risk
We do not provide personal information to Third Parties for the marketing of their own products and services without your consent.Customer Proprietary Network Information CPNI CallCurrent collects and maintains certain customer proprietary network information â CPNIâ while providing telecommunications and interconnected voice-over- Internet-protocol â interconnected VoIPâ services to its users and customers.,High Risk
"To offer the personalized experience of a Mighty Network, we collect personal information about you â Personal Dataâ .",High Risk
"However, please remember that the manner in which Integrated Services collect, use, store, and disclose your information is governed solely by the policies of the companies operating those Integrated Services, and we shall have no liability or responsibility for the privacy practices or other actions of any Integrated Service that may be enabled within the Service.",High Risk
"However, please remember that your use of any Integrated Services, and the manner in which any Integrated Services offer or perform their services and collect, use, store, and disclose your information is governed solely by the terms of use, privacy policies, and other policies of such third parties, and we shall have no liability or responsibility for the privacy practices or other actions of any Integrated Services or any other third party site or service, whether or not they are directly enabled within the Service.7.",High Risk
We will not knowingly collect personal data from children under this age.,High Risk
"Data for advertising and analytics purposes so that we can provide you better services We ensure that we will not use your data for user profile, and if you are a 13 or 14 registered user, we will not push ads for you Please note that we may merge and update our collected personal data with data from third-party contractors in order to update your data, perform market analysis, and or otherwise improve the miHoYo Services.",High Risk
"Unless got your expressly agreement, we will not collect personally identifiable information PII or sensitive personal information SPI , such as TURE name, address, telephone number, fax number, and e-mail address.",High Risk
We will not collect your Personal Information unless you give it to us.,High Risk
"In addition, you agree that we are not responsible and do not have control over any third-parties that you authorize to access your Personal Information.",High Risk
"User Generated Content You may share personal data with us when you submit user-generated content to social media sites, such as forums, message boards and blogs.",Low Risk
"Personal information we collect We collect personal information from you directly, e.g.",High Risk
"We collect personal information for the following purposes To operate and administer the Games To improve the Games To communicate with you To serve advertising For security and verification purposes, including to prevent and detect fraudulent activity To address and remediate technical issues and bugs.",High Risk
"Moviemaker.minitool.com MAKES NO WARRANTIES OR REPRESENTATIONS ABOUT THE ACCURACY OR COMPLETENESS OF THE WEBSITE'S CONTENT AND ASSUMES NO LIABILITY FOR ANY MISTAKES OR INACCURACIES OF CONTENT ANY PERSONAL INJURY OR PROPERTY DAMAGE RESULTING FROM YOUR USE OF THE WEBSITE ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SERVERS AND OR ANY AND ALL PERSONAL INFORMATION AND OR FINANCIAL INFORMATION STORED THEREIN ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM THE WEBSITE ANY BUGS, VIRUSES, TROJAN HORSES, OR THE LIKE WHICH MAY BE TRANSMITTED TO OR THROUGH OUR WEBSITE BY ANY THIRD PARTY ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT ON OR VIA THE WEBSITE.",High Risk
"The ways in which we collect personal information about you include, but are not limited to, the following Registration and Ordering Before using certain parts of this Site or purchasing Mint Mobile products or services, you must complete an online registration form or provide certain information to Mint Mobileâ s representatives.",High Risk
"We may disclose, without your consent, the approximate location of a wireless device to a governmental entity or law enforcement authority when we are served with lawful process or reasonably believe there is an emergency involving risk of death or serious physical harm.",High Risk
"This Site is not intended for children under the age of 13, and Mint Mobile does not intentionally or knowingly collect personal information on this Site from anyone under the age of 13.",High Risk
"We may share your phone number with service providers with whom we contract to assist us in pursuing these interests, but will not share your phone number with third parties for their own purposes without your consent.",Low Risk
"Although we will not be liable for losses caused by any unauthorized use of your telephone, you may be liable for our losses due to such unauthorized use.",High Risk
"We will not collect more information from you when using your social media credentials beyond the information such third parties disclose to us.How We Use InformationIn order for us to provide and maintain our Site and Services, and to improve your user experience, we will use your information in accordance with your instructions, including any applicable terms in your Customer Agreement and applicable law.",High Risk
"Disclosure Without Your Consent In general, we may disclose your information without your consent to disclosure when we reasonably believe disclosure is appropriate in order to Comply with the law e.g., lawful subpoena or court order Cooperate with or report to law enforcement agencies in investigations that involve users who use our Service Offerings for activities that are or seem illegal or illegitimate activities Enforce or apply agreements for our Service Offerings.",High Risk
"We urge you to be aware that if you use or access our Services through a third party computer network e.g., internet cafÃ , library or other potentially non-secure internet connection, such use is not recommended and is solely at your own risk.",Positive Point
"We are not responsible for your handling, sharing, re-sharing and or distribution of your information except as set forth in the Policy.What Choices Do You HaveControl of your information Customers will generally be able to edit, select or delete the amount and type of personal data they disclose to us when using our Site and services.",High Risk
"We are not responsible for the privacy and personal data practices used by such third parties including any tools, cookies, information or content contained thereinto , and we do not have control over the manner in which such third parties may collect, process, treat or use your personal data.",High Risk
"We will not collect or store any sensitive financial data of yours.Advertising, opt-outFrom time to time, we may use Google Analytics, AdWords and or AdSense tracking codes, along with other third party software tools such as remarketing codes in order to collect marketing analytics about the pages you browse on our Site or when you undertake specific actions through our services.",High Risk
Miro may share or allow third parties to collect personal information through our Services for business purposes weâ ve described in our Categories of personal information collected and disclosed.,High Risk
"In some cases, we may use cookies and other tracking technologies described in this Cookie Statement to collect Personal Information, or to collect information that becomes Personal Information if we combine it with other information.",High Risk
"MIT Technology Review may collect Personal Information when you use our Services, including, without limitation, this list of options herein, ""Shared Information"" Registration.",High Risk
"If this information is shared with a third party, we will notify you at the time of collection.",High Risk
MIT Technology Review may collect personal information from you in connection with voluntary surveys.,High Risk
The MIT Technology Review Network may contain links to third parties who may collect Personal Information and Non-Personal Information directly from you.,High Risk
"Through our Services, we may allow Third-Party advertising partners to set tracking tools e.g., cookies to collect information regarding your activities e.g., your IP address, page s visited, time of day .",High Risk
We may also share such de-identified information as well as selected Personal Information such as demographic information we have collected with Third-Party advertising partners.,High Risk
"What Is the Policy Towards Children?The Services are not directed to children under 13 and in certain jurisdictions under the age of 16 years of age, and Mix does not knowingly collect Personal Information from children under 13 and in certain jurisdictions under the age of 16 years of age.",High Risk
"If you submit personally identifiable information in a comment on a blog post or on any applicable social media website, you should be aware that the personally identifiable information that you submit can be read, collected or used by others and could be used to send you unsolicited messages or otherwise contact you without your consent or desire.",High Risk
"Through the use of the free service when you use the platform of mobifriends, we collect personal information about the use you make of the service, such as which profiles you have visited, with whom you have contacted, as well as your chats with other users or the content you publish.",High Risk
We do not accept users under the age of 18 on our platform and we do not knowingly collect personal information from anyone who is a minor.,High Risk
"Age of Majority The Services are not directed to, and we do not knowingly collect personal information from, anyone under the age of 16.",High Risk
"Limitation of Liability, Release, and Indemnity Important Except as may be provided for in these Terms, the Compliance Entities assume no liability or responsibility for and will have no liability or responsibility for any Losses directly or indirectly arising out of or related to these Terms, MobileCoins and their use and transfer, your MobileCoin Wallet, and your access and use of it, to the extent permitted by law, any stolen, lost, or unauthorized use of your personal information, any breach of security or data breach related to your personal information, or any criminal or other third-party act affecting the Compliance Entities, or any unauthorized representation, suggestion, statement, or claim made about MobileCoins or the MobileCoin Wallet.",High Risk
"Children We ensure that we comply with the Childrenâ s Online Privacy Protection Act COPPA , and does not knowingly collect personal information about users of websites or apps directed to children under the age of thirteen 13 .",High Risk
"However, we will normally collect personal information from you only i where we need the personal information to perform a contract with you, ii where the processing is in our legitimate interests and not overridden by your rights, or iii where we have your consent to do so.",High Risk
"7.3 Right to erasure 'Right to be Forgotten' In the following circumstances, you can request us to delete your personal information a If we process personal information in violation of laws and regulations b If we collect and use your personal information without your consent c If we process personal information in violation of our agreement d If you no longer use our products and services, or you cancel your Mobvoi account e If Mobvoi no longer serves you.",High Risk
"Except as disclosed in our Privacy Policy, we will not monitor, edit, or disclose the contents of a user's e-mail unless required in the course of normal maintenance of the App and its systems or unless required to do so by law or in the good-faith belief that such action is necessary to 1 comply with the law or comply with legal process served on Mobvoi or the App.",High Risk
We do not knowingly collect personal information from users deemed to be children under their respective national laws.,High Risk
"Information We Collect Through Your Use of the Moby websites When you use any Moby Online Services, we may collect personal information i.e.",High Risk
Children's Privacy Our Service is for users age 13 and over and we do not knowingly collect personal information from children under the age of 13.,High Risk
We will not knowingly collect Personal Data from a child under the age of 13.,High Risk
"Other Information We Collect About You We may also collect personal information about you through our social media pages for example, if you post a comment about one of our products but we do not typically combine this information we learn about you with other information we hold about you.",High Risk
Information we Collect From Other Entities We collect personal information about you from other sources.,High Risk
We will not disclose this information to our promotional partners for any other purpose unless you consent to such sharing.,High Risk
Moodle Pty Ltd maintains a register of its data processes which includes a record of the data retention policy for each type of data collected and is committed to only ever trying to process the minimum amount of data needed.,High Risk
"If you do not do this, we will not be able to deliver any alerts or notifications to you, and your ability to access the service may be compromised if your details cannot be verified at the account provider.",High Risk
"California residents may request the categories of personal information we collect for that consumer, categories of sources from which the personal information is collected, the business or commercial purposes for collecting that personal information, the categories of third parties with which we share that personal information, the categories of personal information we share with third parties for a business purpose, and the specific pieces of personal information we have for that consumer.",High Risk
"Instructor Accounts If you are a class instructor and use the Monthly App, we collect personal information from you through the Monthly App, including your name, profile picture, and bio, as well as content you provide through the app, such as comments and ratings of student work or other content that you submit through the App.",High Risk
"Information We Collect AutomaticallyWe may also collect personal information about how you use the Services e.g., using cookies and pixel tags , such as IP address, advertising ID, location information, browser type, device type, domain name, the website that led you to our Services, the website to which you go after leaving our Services, the dates and times you access our Services, and the links you click and your other activities within the Services.",High Risk
"The Servicesarefor a general audience, arenot targeted to children, and ,we do not knowingly collect personal information from children under 16years of age.,CATEGORIES OF PERSONAL INFORMATION WE COLLECT,Throughout this Policy, we discuss in detail the specific pieces of personal information we collect from and about users.",High Risk
"To the extent these state laws apply, we will ,comply with them when we share information about you.,California Residents ,In accordance with California law, we will not share information we collect about you with ,companies outside of Monzo or Sutton Bank, unless the law allows.",High Risk
"We will limit sharing ,among our companies and with Sutton Bank to the extent required by California law.,Vermont Residents ,In accordance with Vermont law, we will not disclose information about your creditworthiness ,to our affiliates and will not disclose your personal information, financial information, credit report, or health ,information to nonaffiliated third parties to market to you, other than as permitted by Vermont law, unless you ,authorize us to make those disclosures.,We will send you SMS messages when you open your account to verify your phone number and to authorize some ,transactions.",High Risk
We maintain a register of personal data processes which include a record of the data retention policy for each type of data collected and we commit to only process the minimum amount of data needed.,High Risk
"Collection of Personal Information We and our service providers collect Personal Information in a variety of ways, including â Through the Services.",High Risk
"â We collect Personal Information through the Services, for example, when you register an account to access the Services, or initiate a trade.",High Risk
We need to collect Personal Information in order to provide the requested Services to you.,High Risk
"The withdrawal of consent shall not affect the lawfulness of any collection, use or disclosure of Personal Information by us that is based on consent obtained prior to its withdrawal, or our ability to collect, use or disclose your Personal Information for a specific purpose without your consent, if we are permitted to do so under any applicable law or regulation.",High Risk
"In addition, please note that we are not responsible for the information collection, use, disclosure or security policies or practices of other organizations, such as Facebook, Apple, Google, Microsoft, RIM or any other app developer, app provider, social media platform provider, operating system provider, wireless service provider or device manufacturer, including with respect to any Personal Information you disclose to other organizations through or in connection with the Apps or our Social Media Pages.",High Risk
"For advertising, we may share a common account identifier such as an email address or user ID or hashed data with our third-party advertising partners to help identify you across devices.",Low Risk
"USE OF SERVICES BY MINORS The Services are not directed to individuals under the age of thirteen 13 , and we do not knowingly collect Personal Information from individuals under 13.",High Risk
"WE ARE NOT RESPONSIBLE OR LIABLE FOR ANY FAILURE OF SUCH SECURITY MEASURES, OR ANY UNAUTHORIZED ACCESS TO YOUR ACCOUNT THAT RESULTS FROM ANY SUCH FAILURE.",High Risk
"A Services In general, we provide our Services to our customers and collect personal information on their behalf.",High Risk
"For example, when expressing an interest in obtaining information about us or our Services, subscribing to marketing or otherwise contacting us, we will collect personal information from you.",High Risk
"We may act as a business for the purpose of the California Consumer Privacy Act ""CCPA"" when we collect personal information about you directly from you or from third party sources, such as when you visit our Site and in the context of our Marketing Activities.",High Risk
"After expiration of the applicable retention periods, we will either delete or anonymize your personal information or, if this is not possible for example, because your personal information has been stored in backup archives , then we will securely store your personal information and isolate it from any further processing until deletion is possible.CHILDRENOur services are not targeted to, and we do not knowingly collect personal information from, children under 16.WILL WE CHANGE THIS PRIVACY NOTICE?We may change this Notice at any time.",High Risk
"You understand and agree that we may collect, use, disclose and otherwise process the Personal Information you provide even if you are located outside the United States.Information CollectedWe may collect Personal Information that you submit to us voluntarily through our Website.",High Risk
"We reserve the right to use and disclose Anonymous Information to third parties in our discretion.Information SharingExcept as otherwise stated in this Privacy Policy, we do not sell, trade, rent, or share your Personal Information with third parties for their marketing purposes and we will not disclose financial information that is part of your Personal Information unless you request or authorize that we do so.",High Risk
"While we strive to protect your information, no data transmission over the Internet is 100 secure and, consequently, while we strive to protect your Personal Information, we cannot guarantee or warrant the security of any information you transmit you provide, and you do so at your own risk.",Positive Point
"We will only retain personal information for the longer of the period if a required by law, or b there is a time-bound determination business need.Children's InformationOur Website is not intended to be used by children under the age of 13, and we will not knowingly collect Personal Information from children under this age.",High Risk
"These other sites are not subject to our privacy policy and we are not responsible for the privacy policies for these other sites, nor for the use of any information that these sites may collect.",High Risk
"Personal Information You Provide to Us â We only have access to and collect personal information such as your name, date of birth, social security number, credit card number, mailing or billing address, telephone number, or email address, and email preferences collectively, â Personal Informationâ that you voluntarily give us via email or other direct contact from you.",High Risk
"We will not trade, rent, share or sell your Personal Information to third parties unless you ask or authorize us to do so.",High Risk
"We are not responsible for circumvention of any privacy settings or security measures contained on the Website, and we cannot ensure the information transferred to us is not accessed, changed, disclosed or deleted in case of a security breach of any of our technical, managerial or physical safeguards.",High Risk
We will notify you in the manner required by applicable law if your personal information is compromised by a security breach.07.,High Risk
You agree that we will not be liable for any loss or damage arising from unauthorized use of your credentials to you or any other third party.,High Risk
"We and our network, will not retain, gather or disclose any standard data other than in collective user data forms.SecurityWhen we collect personal information directly from you, we follow generally accepted industry standards to protect the personal information submitted to us, both during transmission and once we receive it.",High Risk
This means we cannot and will not be held responsible for any information received or disclosed by our users.Further PoliciesWe will not disclose personally identifiable information you may choose to submit to the network to any third parties.,High Risk
"Â Â Â Â Â Â Play Â Â Â Leaderboards Â Â Â Quests Â Â Â Store Â Â Â Add Discord BotAdd BotLog in with DiscordLogin Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Privacy PolicyLast updated November 5, 2020The Base Holding Company ""us"", ""we"", or ""our"" operates the Mushroom.gg Discord bot and website the ""Service"" .This page informs you of our policies regarding the collection, use, and disclosure of Personal Information when you use our Service.We will not use or share your information with anyone except as described in this Privacy Policy.We use your Personal Information for providing and improving the Service.",High Risk
"You agree to indemnify and hold Mushroom, its parents, subsidiaries, affiliates, officers, employees, agents, partners, suppliers, and licensors each, a â Mushroom Partyâ and collectively, the â Mushroom Partiesâ harmless from any losses, costs, liabilities and expenses including reasonable attorneysâ fees relating to or arising out of any and all of the following a Your Content.",High Risk
"Privacy PolicyLast updated November 5, 2020The Base Holding Company ""us"", ""we"", or ""our"" operates the Mushroom.gg Discord bot and website the ""Service"" .This page informs you of our policies regarding the collection, use, and disclosure of Personal Information when you use our Service.We will not use or share your information with anyone except as described in this Privacy Policy.We use your Personal Information for providing and improving the Service.",High Risk
"We will not disclose your personal information to anyone else, ever.",High Risk
We collect personal information that you provide to us.,High Risk
